"","nsum","nGene"
"1622",9989,1609
"1623",9271,1450
"1624",7901,1109
"1625",5595,377
"1626",16657,2662
"1627",9225,1709
"1628",13189,2180
"1629",17987,2946
"1630",13263,2179
"1631",5001,520
"1632",20344,2909
"1633",6243,1113
"1634",4299,349
"1635",5833,1013
"1636",11661,2166
"1637",12076,2142
"1638",4514,473
"1639",11887,2335
"1640",3812,324
"1641",3851,384
"1642",11376,2196
"1643",6749,1320
"1644",8725,1869
"1645",4161,435
"1646",11297,1870
"1647",3970,573
"1648",6887,1458
"1649",4945,739
"1650",3376,303
"1651",3701,380
"1652",3488,359
"1653",3542,335
"1654",5481,1079
"1655",3832,472
"1656",3641,461
"1657",3283,347
"1658",6002,1276
"1659",3745,605
"1660",3885,632
"1661",8366,1936
"1662",3433,341
"1663",3936,472
"1664",18747,3338
"1665",3280,337
"1666",3259,368
"1667",3229,422
"1668",3781,734
"1669",17111,3486
"1670",3725,617
"1671",4331,787
"1672",5596,870
"1673",4923,604
"1674",2998,317
"1675",3464,439
"1676",12520,2755
"1677",3025,405
"1678",11894,2483
"1679",3209,476
"1680",8297,1777
"1681",4692,1161
"1682",4006,691
"1683",3019,429
"1684",3599,410
"1685",4431,834
"1686",11363,2314
"1687",3021,356
"1688",3127,442
"1689",3216,451
"1690",6360,1532
"1691",3125,368
"1692",19794,3332
"1693",4231,916
"1694",4219,752
"1695",3820,578
"1696",12310,2573
"1697",3060,527
"1698",5172,1219
"1699",4531,882
"1700",18713,3085
"1701",3549,422
"1702",3963,598
"1703",21432,3578
"1704",3292,588
"1705",7384,1728
"1706",3924,754
"1707",6588,1022
"1708",4389,963
"1709",3113,368
"1710",2790,472
"1711",11471,2506
"1712",8793,1907
"1713",17040,3467
"1714",2856,371
"1715",13831,2881
"1716",12345,2530
"1717",6401,1421
"1718",16751,3094
"1719",5546,896
"1720",2987,425
"1721",16315,3068
"1722",3116,539
"1723",11829,2183
"1724",3234,572
"1725",2920,506
"1726",3004,468
"1727",3879,804
"1728",13755,3034
"1729",3203,659
"1730",2573,345
"1731",2715,387
"1732",2816,424
"1733",2685,363
"1734",5226,1283
"1735",5098,980
"1736",2745,469
"1737",5580,1334
"1738",2858,322
"1739",14807,2966
"1740",2928,611
"1741",2642,398
"1742",17980,3617
"1743",3579,852
"1744",2749,396
"1745",2974,584
"1746",2561,304
"1747",8917,1789
"1748",4273,1100
"1749",12241,2344
"1750",3595,752
"1751",2615,380
"1752",11957,2715
"1753",3741,809
"1754",3154,580
"1755",2485,364
"1756",12293,2551
"1757",22663,4029
"1758",6151,1482
"1759",2487,367
"1760",2348,308
"1761",2705,442
"1762",4282,856
"1763",4563,1174
"1764",5987,1376
"1765",3312,747
"1766",9786,2423
"1767",3002,573
"1768",2620,356
"1769",11713,2425
"1770",3521,759
"1771",11622,2559
"1772",4007,988
"1773",4123,1023
"1774",2441,321
"1775",7618,1867
"1776",6914,1624
"1777",7160,1949
"1778",2447,326
"1779",3091,484
"1780",2862,560
"1781",5477,1528
"1782",2531,493
"1783",7219,1487
"1784",5191,982
"1785",3079,788
"1786",4038,940
"1787",11030,2457
"1788",9720,2604
"1789",5395,1391
"1790",4460,1049
"1791",2844,562
"1792",3388,678
"1793",2547,408
"1794",3676,631
"1795",2327,321
"1796",3519,674
"1797",8550,2034
"1798",3450,925
"1799",2849,542
"1800",4018,712
"1801",2367,383
"1802",2346,413
"1803",3089,665
"1804",9813,2460
"1805",3695,956
"1806",3435,814
"1807",6534,1728
"1808",2568,318
"1809",2340,442
"1810",7358,1272
"1811",8262,2014
"1812",2348,400
"1813",12091,2733
"1814",7457,1694
"1815",8695,1904
"1816",4088,680
"1817",4435,985
"1818",6371,1610
"1819",23947,3976
"1820",9839,2207
"1821",2626,411
"1822",9910,2209
"1823",21460,3686
"1824",15882,3147
"1825",2376,363
"1826",18796,3560
"1827",4811,1207
"1828",2819,684
"1829",12348,2807
"1830",2508,535
"1831",3531,1036
"1832",2067,316
"1833",2621,464
"1834",1992,306
"1835",2062,328
"1836",2623,555
"1837",17491,3360
"1838",2379,379
"1839",2926,692
"1840",2074,303
"1841",2709,451
"1842",2257,393
"1843",5371,1106
"1844",16908,3362
"1845",2464,485
"1846",6767,1196
"1847",6420,1376
"1848",2733,549
"1849",2308,448
"1850",13639,2914
"1851",2179,353
"1852",10387,2364
"1853",2448,544
"1854",3204,585
"1855",13342,3383
"1856",4254,1149
"1857",13902,2914
"1858",14133,3073
"1859",2151,311
"1860",3368,867
"1861",3712,919
"1862",2250,447
"1863",2160,323
"1864",14782,2630
"1865",17967,3169
"1866",14371,3172
"1867",2022,311
"1868",4596,995
"1869",2210,452
"1870",2365,453
"1871",6159,941
"1872",2488,509
"1873",2112,310
"1874",8579,2027
"1875",5586,1686
"1876",2447,313
"1877",7384,1739
"1878",2834,670
"1879",23810,4587
"1880",1965,331
"1881",7968,2032
"1882",6597,1648
"1883",4023,1147
"1884",2059,368
"1885",2390,486
"1886",4960,1240
"1887",2886,592
"1888",1915,345
"1889",15621,3202
"1890",8388,2104
"1891",8025,1356
"1892",2070,351
"1893",2798,618
"1894",3940,1150
"1895",8930,2449
"1896",5301,1410
"1897",7954,2085
"1898",12952,3240
"1899",2073,357
"1900",2434,512
"1901",4982,1405
"1902",15136,3179
"1903",2113,375
"1904",8027,2152
"1905",2268,446
"1906",2037,386
"1907",2950,680
"1908",1939,374
"1909",1903,305
"1910",17009,3260
"1911",2245,405
"1912",11739,2593
"1913",3944,1112
"1914",2075,367
"1915",6458,1755
"1916",4711,1127
"1917",3267,929
"1918",2281,525
"1919",3232,923
"1920",3502,979
"1921",8419,1853
"1922",2062,439
"1923",2661,720
"1924",2803,748
"1925",1785,335
"1926",2533,432
"1927",2944,688
"1928",4658,999
"1929",3072,677
"1930",5555,1749
"1931",2115,349
"1932",2453,502
"1933",3194,843
"1934",1969,340
"1935",17958,3273
"1936",2206,392
"1937",4031,1032
"1938",1854,303
"1939",2088,406
"1940",1925,336
"1941",18287,3325
"1942",3656,975
"1943",1730,311
"1944",2265,512
"1945",11281,2185
"1946",21294,3860
"1947",10155,2321
"1948",1871,319
"1949",4204,862
"1950",3164,653
"1951",3730,862
"1952",2212,416
"1953",2001,393
"1954",11602,2507
"1955",2871,744
"1956",4073,1177
"1957",2966,772
"1958",10767,2656
"1959",3528,1092
"1960",9320,2119
"1961",1991,394
"1962",1959,383
"1963",5270,1340
"1964",1906,471
"1965",6294,1525
"1966",7440,1945
"1967",1838,350
"1968",9038,2335
"1969",2215,484
"1970",3451,859
"1971",2108,503
"1972",1840,316
"1973",2840,769
"1974",3912,1170
"1975",1924,394
"1976",2534,562
"1977",2463,600
"1978",2851,652
"1979",17509,3784
"1980",19412,4079
"1981",2950,720
"1982",12185,2922
"1983",2083,564
"1984",12682,2877
"1985",4280,1038
"1986",23917,4862
"1987",9012,2287
"1988",3355,862
"1989",3252,918
"1990",2855,412
"1991",4338,1133
"1992",25180,4333
"1993",2544,621
"1994",14391,2980
"1995",3950,983
"1996",2162,592
"1997",6578,1324
"1998",3804,1164
"1999",1879,374
"2000",5553,1667
"2001",1863,340
"2002",12473,2996
"2003",6421,1793
"2004",8194,2157
"2005",1862,396
"2006",2473,614
"2007",2560,644
"2008",2985,763
"2009",1684,316
"2010",9305,2275
"2011",2116,461
"2012",1997,386
"2013",1691,332
"2014",1989,393
"2015",4778,1232
"2016",7024,1951
"2017",1837,403
"2018",6380,1831
"2019",3346,1109
"2020",14946,3252
"2021",13934,3041
"2022",1848,414
"2023",1787,363
"2024",1831,360
"2025",2012,535
"2026",23596,3829
"2027",1695,337
"2028",1801,339
"2029",5261,1012
"2030",16119,3003
"2031",3431,1022
"2032",13325,3156
"2033",1967,401
"2034",5730,1662
"2035",1744,328
"2036",7099,1927
"2037",5449,1342
"2038",5213,1458
"2039",9014,1975
"2040",6930,1684
"2041",2032,372
"2042",2245,527
"2043",4547,1168
"2044",1649,328
"2045",2263,485
"2046",2833,861
"2047",1726,313
"2048",3683,1087
"2049",1612,312
"2050",1691,324
"2051",3178,966
"2052",17175,3197
"2053",2189,608
"2054",2310,594
"2055",1669,328
"2056",8855,2073
"2057",1575,319
"2058",1958,421
"2059",1633,342
"2060",2178,607
"2061",2187,482
"2062",2375,744
"2063",1954,463
"2064",7927,2096
"2065",2515,661
"2066",4523,1378
"2067",2258,614
"2068",11042,2854
"2069",24047,4083
"2070",1787,356
"2071",1786,329
"2072",2905,857
"2073",5336,879
"2074",6474,1065
"2075",2774,612
"2076",7235,1924
"2077",2669,769
"2078",18859,3893
"2079",1682,314
"2080",6318,1642
"2081",1831,466
"2082",1548,319
"2083",1704,380
"2084",2039,470
"2085",9234,2240
"2086",1642,366
"2087",2006,502
"2088",4237,993
"2089",10167,3159
"2090",2438,770
"2091",3089,1002
"2092",9396,2915
"2093",6554,2089
"2094",4710,1592
"2095",13537,3658
"2096",7611,2537
"2097",3688,1150
"2098",2586,716
"2099",1897,563
"2100",1790,415
"2101",1525,357
"2102",4992,1785
"2103",1469,309
"2104",3111,1085
"2105",2627,731
"2106",11126,3306
"2107",9241,2863
"2108",3801,1305
"2109",1982,549
"2110",2705,1002
"2111",5959,1999
"2112",6602,2302
"2113",2358,707
"2114",7233,2152
"2115",3693,901
"2116",1848,415
"2117",2540,759
"2118",2410,580
"2119",3546,1307
"2120",1887,565
"2121",4581,1630
"2122",8383,2384
"2123",3512,1223
"2124",11796,3040
"2125",5948,1935
"2126",2002,576
"2127",5819,2063
"2128",5637,1693
"2129",2274,744
"2130",4623,1585
"2131",5604,1855
"2132",7270,2272
"2133",1615,392
"2134",1498,344
"2135",8687,2642
"2136",9654,3161
"2137",12498,3515
"2138",1827,514
"2139",1964,533
"2140",4132,1506
"2141",11789,3158
"2142",2454,849
"2143",3192,1090
"2144",1824,571
"2145",3408,1065
"2146",5147,1495
"2147",3765,1439
"2148",4653,1612
"2149",8128,2559
"2150",11747,3088
"2151",8576,2565
"2152",22478,4909
"2153",1456,311
"2154",3848,1208
"2155",7475,2273
"2156",9520,2916
"2157",6716,2374
"2158",11327,3384
"2159",1537,398
"2160",1828,579
"2161",15478,3606
"2162",19148,4504
"2163",4005,1448
"2164",1480,338
"2165",1674,486
"2166",3588,1075
"2167",10277,3132
"2168",1704,457
"2169",4587,1537
"2170",3553,1233
"2171",8487,2663
"2172",2415,786
"2173",8840,2508
"2174",2365,671
"2175",2653,854
"2176",11878,3146
"2177",3335,968
"2178",4844,1463
"2179",4362,1295
"2180",1966,597
"2181",4704,1665
"2182",1792,509
"2183",4784,1677
"2184",3801,1318
"2185",1575,374
"2186",1729,496
"2187",1496,330
"2188",4099,1419
"2189",7113,1780
"2190",9405,2933
"2191",1896,559
"2192",2006,689
"2193",20732,4184
"2194",2055,564
"2195",2803,858
"2196",4682,1434
"2197",1822,435
"2198",4761,1514
"2199",6981,2299
"2200",3449,1403
"2201",2129,704
"2202",5473,1892
"2203",2241,790
"2204",2835,1066
"2205",1364,311
"2206",4660,1572
"2207",7711,2367
"2208",1586,424
"2209",2145,608
"2210",1780,521
"2211",2293,806
"2212",5516,1641
"2213",2848,858
"2214",11190,3303
"2215",8162,2483
"2216",2377,712
"2217",6065,2003
"2218",1365,334
"2219",2976,858
"2220",2359,787
"2221",24973,4776
"2222",5682,2019
"2223",1714,517
"2224",7961,2506
"2225",3748,1310
"2226",1851,434
"2227",4084,1425
"2228",2926,1097
"2229",9185,2800
"2230",4296,1437
"2231",1399,349
"2232",6452,2100
"2233",1959,428
"2234",1555,401
"2235",3773,1236
"2236",6189,2166
"2237",2481,862
"2238",13046,3695
"2239",1998,603
"2240",1373,313
"2241",2097,529
"2242",9717,3021
"2243",1387,351
"2244",1716,451
"2245",5373,1870
"2246",2186,637
"2247",7047,2304
"2248",2873,990
"2249",1440,361
"2250",10812,3110
"2251",9221,3082
"2252",1761,495
"2253",1664,441
"2254",9331,2725
"2255",10354,2747
"2256",20760,4545
"2257",1507,341
"2258",3565,1125
"2259",1338,320
"2260",1732,460
"2261",12402,3595
"2262",5551,1970
"2263",2372,841
"2264",5719,1890
"2265",11158,3108
"2266",4335,1525
"2267",3169,1206
"2268",7874,2589
"2269",6298,2149
"2270",5296,1501
"2271",3245,1137
"2272",10185,2823
"2273",1761,526
"2274",3579,1306
"2275",5261,1924
"2276",1819,510
"2277",6088,2028
"2278",2079,649
"2279",5143,1712
"2280",2117,621
"2281",1640,478
"2282",8620,2091
"2283",3074,1058
"2284",7714,2272
"2285",2095,630
"2286",6221,1944
"2287",5820,2150
"2288",10298,3141
"2289",1599,494
"2290",6373,1916
"2291",6422,2269
"2292",1521,444
"2293",6819,2325
"2294",2507,893
"2295",4395,1426
"2296",7647,2241
"2297",2516,886
"2298",3835,1442
"2299",8617,2788
"2300",13179,3378
"2301",2076,708
"2302",3626,1376
"2303",1868,643
"2304",6872,2146
"2305",8654,2625
"2306",1942,662
"2307",12249,3634
"2308",3201,1034
"2309",2479,1011
"2310",12706,3377
"2311",3620,1061
"2312",4222,1326
"2313",9605,3024
"2314",11502,3509
"2315",2890,881
"2316",6952,2060
"2317",2680,841
"2318",1485,461
"2319",5372,1802
"2320",7868,2670
"2321",2221,655
"2322",2305,925
"2323",20846,4009
"2324",3863,1408
"2325",3067,1161
"2326",3317,1127
"2327",1805,546
"2328",7035,2425
"2329",2525,917
"2330",4351,1574
"2331",4068,1442
"2332",2767,804
"2333",19833,4337
"2334",7807,2270
"2335",2735,956
"2336",9010,2406
"2337",3799,1460
"2338",1901,653
"2339",2372,741
"2340",1811,617
"2341",4006,1448
"2342",9757,2946
"2343",10666,2869
"2344",2773,997
"2345",10450,2998
"2346",9535,2547
"2347",2200,734
"2348",5949,1805
"2349",8007,2702
"2350",1638,545
"2351",2452,932
"2352",6052,1426
"2353",8034,2582
"2354",15731,4095
"2355",11582,3614
"2356",5500,1902
"2357",1337,396
"2358",2521,866
"2359",1545,486
"2360",1363,414
"2361",10252,2687
"2362",19529,2608
"2363",23036,3548
"2364",12839,1442
"2365",15083,1942
"2366",19838,3108
"2367",15876,2151
"2368",12514,1083
"2369",10640,364
"2370",16321,1905
"2371",11788,1116
"2372",12957,1724
"2373",15177,2401
"2374",20640,2959
"2375",12922,1550
"2376",11424,1403
"2377",14618,2454
"2378",10805,1083
"2379",9162,374
"2380",10016,871
"2381",10578,1281
"2382",15646,2791
"2383",8425,341
"2384",15660,2860
"2385",9556,933
"2386",8441,528
"2387",20873,4101
"2388",8055,427
"2389",14533,2341
"2390",9076,1071
"2391",15233,2657
"2392",7037,387
"2393",7460,325
"2394",7364,367
"2395",10161,1489
"2396",7215,490
"2397",7906,990
"2398",14107,2700
"2399",10607,1899
"2400",14628,2970
"2401",11427,2139
"2402",14708,2855
"2403",8070,1093
"2404",10472,1977
"2405",10258,2083
"2406",6795,858
"2407",7098,1055
"2408",5772,445
"2409",5740,495
"2410",16991,2724
"2411",8215,1422
"2412",9980,1830
"2413",6750,1230
"2414",5244,440
"2415",4661,451
"2416",5258,729
"2417",4820,523
"2418",9060,1864
"2419",24444,4767
"2420",4703,488
"2421",9400,1784
"2422",10388,2716
"2423",17789,3865
"2424",6508,1429
"2425",3983,317
"2426",9932,2591
"2427",4804,798
"2428",7265,1739
"2429",16142,3187
"2430",3372,396
"2431",9405,2472
"2432",5452,1091
"2433",3453,308
"2434",9337,2576
"2435",12735,3336
"2436",17837,4196
"2437",11473,3056
"2438",3566,389
"2439",3724,516
"2440",5655,1407
"2441",7589,2031
"2442",4398,976
"2443",7800,2333
"2444",4814,1212
"2445",16412,3876
"2446",3529,539
"2447",3368,572
"2448",10613,2676
"2449",6632,1895
"2450",4034,633
"2451",4740,1265
"2452",19871,4595
"2453",6723,1763
"2454",3252,540
"2455",2954,311
"2456",11468,2416
"2457",3172,446
"2458",6101,1514
"2459",4860,1246
"2460",2816,341
"2461",8605,2352
"2462",7564,2352
"2463",11781,3559
"2464",11341,3135
"2465",4947,1007
"2466",5256,1289
"2467",3877,779
"2468",12054,3366
"2469",14042,3605
"2470",4621,1138
"2471",14323,3536
"2472",14986,3935
"2473",4722,1267
"2474",10690,2992
"2475",6868,1813
"2476",9291,2358
"2477",4132,1110
"2478",8911,2557
"2479",3979,887
"2480",8627,2396
"2481",5571,1530
"2482",5040,1275
"2483",4450,1137
"2484",2652,340
"2485",3679,770
"2486",13364,3625
"2487",2822,384
"2488",9583,2429
"2489",3585,852
"2490",19438,4415
"2491",15699,3840
"2492",9057,2433
"2493",3236,593
"2494",11962,3048
"2495",4612,1203
"2496",5909,1182
"2497",9985,2787
"2498",18489,4114
"2499",2306,341
"2500",6205,1377
"2501",6357,1808
"2502",5908,1264
"2503",10444,2587
"2504",8674,2517
"2505",3736,862
"2506",3221,608
"2507",3181,596
"2508",5849,1360
"2509",3891,936
"2510",3533,702
"2511",9282,2450
"2512",3027,610
"2513",4116,1150
"2514",4513,1258
"2515",2403,327
"2516",6319,1774
"2517",9246,2696
"2518",2942,562
"2519",9514,2851
"2520",5382,1476
"2521",3997,1053
"2522",13628,3541
"2523",8470,2529
"2524",23666,5008
"2525",3687,1007
"2526",12510,3539
"2527",22171,4537
"2528",3770,1052
"2529",2791,555
"2530",5838,1730
"2531",3433,826
"2532",11627,3412
"2533",21876,4705
"2534",5085,1495
"2535",4063,898
"2536",3300,745
"2537",8301,2509
"2538",2338,316
"2539",8826,2185
"2540",17074,4022
"2541",10011,2867
"2542",3434,820
"2543",5070,1507
"2544",3016,612
"2545",2606,493
"2546",5422,1670
"2547",2419,441
"2548",4716,1284
"2549",9136,2565
"2550",3498,938
"2551",9860,2761
"2552",7978,2652
"2553",12611,3109
"2554",5708,1447
"2555",3408,951
"2556",2470,416
"2557",2741,654
"2558",3832,1043
"2559",7416,1739
"2560",3350,1040
"2561",2965,775
"2562",3124,615
"2563",2615,589
"2564",4234,1204
"2565",7171,2203
"2566",6066,1706
"2567",4734,1308
"2568",3344,923
"2569",3098,851
"2570",5093,1473
"2571",6870,1949
"2572",4098,1312
"2573",10968,3066
"2574",2708,593
"2575",2880,530
"2576",6698,2130
"2577",2898,701
"2578",13153,3539
"2579",7923,2294
"2580",3191,729
"2581",2341,460
"2582",5754,1568
"2583",3148,691
"2584",2500,502
"2585",2949,524
"2586",5842,1477
"2587",23069,4637
"2588",7109,1708
"2589",2967,674
"2590",12351,2732
"2591",2202,395
"2592",4679,1192
"2593",3597,901
"2594",2049,318
"2595",2749,612
"2596",9831,2593
"2597",2265,346
"2598",10885,2417
"2599",3321,902
"2600",4704,986
"2601",8476,1837
"2602",2858,582
"2603",4313,974
"2604",3963,1100
"2605",2785,579
"2606",2918,591
"2607",3968,1013
"2608",7108,1696
"2609",2163,342
"2610",3080,615
"2611",6199,1555
"2612",3754,936
"2613",16588,3761
"2614",6353,1641
"2615",2357,336
"2616",2148,385
"2617",7608,1843
"2618",2061,332
"2619",3274,676
"2620",6855,1686
"2621",5145,1535
"2622",10145,2027
"2623",4945,1189
"2624",2859,717
"2625",19346,3639
"2626",3639,1105
"2627",2161,355
"2628",10235,2762
"2629",13033,2937
"2630",2205,358
"2631",4151,1037
"2632",2007,311
"2633",7897,1877
"2634",6450,1566
"2635",6680,1804
"2636",11698,2198
"2637",2269,435
"2638",3177,667
"2639",2502,431
"2640",4421,1150
"2641",12059,2705
"2642",6471,1793
"2643",1975,324
"2644",7125,1890
"2645",2993,783
"2646",3276,803
"2647",15690,2903
"2648",11525,2178
"2649",15107,3636
"2650",19448,4196
"2651",2233,397
"2652",26780,4541
"2653",16406,3649
"2654",2289,460
"2655",16207,3378
"2656",1988,329
"2657",3305,718
"2658",17748,3975
"2659",2117,330
"2660",2433,571
"2661",10876,2403
"2662",9500,2284
"2663",9131,2658
"2664",2365,372
"2665",4861,1148
"2666",7449,2431
"2667",5778,1449
"2668",2788,566
"2669",5875,1356
"2670",4417,1312
"2671",3958,1127
"2672",10882,2797
"2673",2420,466
"2674",6444,1733
"2675",15725,4179
"2676",3467,1032
"2677",3308,833
"2678",4369,1450
"2679",22615,4430
"2680",2086,340
"2681",2717,711
"2682",5049,1436
"2683",2066,365
"2684",8181,2203
"2685",3108,527
"2686",10908,2327
"2687",8840,2275
"2688",2624,576
"2689",6276,1641
"2690",15976,3450
"2691",1938,315
"2692",3524,880
"2693",2977,679
"2694",1903,335
"2695",2003,392
"2696",1949,304
"2697",3333,825
"2698",9928,2417
"2699",1819,316
"2700",2448,624
"2701",4441,1191
"2702",10083,2743
"2703",2732,707
"2704",4660,1272
"2705",3792,1049
"2706",10905,3812
"2707",3893,1068
"2708",2511,728
"2709",4855,1125
"2710",9275,2067
"2711",2572,668
"2712",1844,351
"2713",7845,2001
"2714",2975,861
"2715",4348,1288
"2716",13201,3186
"2717",1786,323
"2718",5411,1488
"2719",1917,313
"2720",2074,466
"2721",2281,439
"2722",4433,1496
"2723",4090,1166
"2724",10503,2588
"2725",5503,1214
"2726",2019,316
"2727",11806,2721
"2728",1926,482
"2729",6846,1695
"2730",4371,1102
"2731",18930,4565
"2732",15326,3219
"2733",3963,1027
"2734",4565,1138
"2735",10579,2728
"2736",14376,3176
"2737",5255,1209
"2738",2025,457
"2739",1925,343
"2740",2331,585
"2741",2697,668
"2742",6561,1485
"2743",2552,686
"2744",6717,1573
"2745",7890,1948
"2746",10712,2510
"2747",4418,1180
"2748",4246,1068
"2749",10966,2418
"2750",5136,1129
"2751",2099,463
"2752",4982,1079
"2753",2353,496
"2754",2941,608
"2755",4125,1037
"2756",4629,1470
"2757",4979,1283
"2758",3962,1140
"2759",2232,424
"2760",2243,501
"2761",7500,1952
"2762",1886,390
"2763",4314,1151
"2764",16931,3558
"2765",2746,753
"2766",12702,2688
"2767",2473,633
"2768",1981,324
"2769",2577,734
"2770",2826,676
"2771",37578,6204
"2772",1655,305
"2773",1872,429
"2774",1736,354
"2775",2049,500
"2776",20231,4158
"2777",3397,929
"2778",7306,1748
"2779",2865,725
"2780",2930,894
"2781",11991,2719
"2782",2264,449
"2783",15489,2985
"2784",5697,1529
"2785",2102,525
"2786",3822,985
"2787",4511,1275
"2788",11354,2391
"2789",6115,1331
"2790",1739,326
"2791",11451,2546
"2792",1576,306
"2793",3687,866
"2794",4747,1391
"2795",5800,2018
"2796",2596,748
"2797",2735,813
"2798",4614,1556
"2799",16218,3742
"2800",1723,330
"2801",14512,3050
"2802",1929,408
"2803",1998,465
"2804",2644,703
"2805",2131,381
"2806",1821,429
"2807",3449,844
"2808",5843,1691
"2809",1944,323
"2810",2204,503
"2811",2182,559
"2812",1754,337
"2813",1996,382
"2814",12497,2564
"2815",2372,610
"2816",1918,485
"2817",6643,1875
"2818",1627,315
"2819",7559,2365
"2820",2686,764
"2821",28476,5856
"2822",2332,653
"2823",13023,3177
"2824",8413,1974
"2825",1850,350
"2826",2320,647
"2827",2592,664
"2828",15140,2753
"2829",3102,1008
"2830",2999,990
"2831",2012,486
"2832",2908,1063
"2833",3530,1022
"2834",2189,512
"2835",2694,592
"2836",8649,1970
"2837",15242,3574
"2838",25830,5259
"2839",1773,355
"2840",8898,2060
"2841",3195,943
"2842",1474,313
"2843",9267,2603
"2844",3249,1102
"2845",2307,644
"2846",2883,887
"2847",1552,304
"2848",5014,1194
"2849",2125,477
"2850",2324,646
"2851",10343,2954
"2852",2177,453
"2853",2272,574
"2854",4697,751
"2855",14029,3906
"2856",13455,2702
"2857",3978,1014
"2858",2829,810
"2859",3882,1151
"2860",3890,1239
"2861",3408,1189
"2862",2268,644
"2863",1963,369
"2864",1861,362
"2865",5117,1402
"2866",1976,469
"2867",1942,398
"2868",3679,1046
"2869",2677,642
"2870",1999,422
"2871",22365,4137
"2872",1589,313
"2873",1757,359
"2874",2319,627
"2875",1604,343
"2876",16200,3141
"2877",2511,560
"2878",10535,2257
"2879",2093,659
"2880",1610,305
"2881",7522,2611
"2882",5045,1540
"2883",2189,609
"2884",24347,3939
"2885",2189,567
"2886",4450,1423
"2887",1942,460
"2888",6261,1356
"2889",8676,2749
"2890",2518,598
"2891",3522,843
"2892",2842,751
"2893",4813,1057
"2894",2034,552
"2895",1765,384
"2896",1740,402
"2897",3482,963
"2898",1904,449
"2899",1771,367
"2900",2235,724
"2901",1658,375
"2902",3495,937
"2903",1974,484
"2904",9405,2034
"2905",9813,2398
"2906",2288,591
"2907",6191,1833
"2908",5005,1276
"2909",13239,2760
"2910",18258,3916
"2911",12442,2866
"2912",2094,629
"2913",2144,530
"2914",2489,710
"2915",7795,2223
"2916",3077,800
"2917",1498,353
"2918",5343,1482
"2919",1580,375
"2920",4372,1064
"2921",1937,479
"2922",3712,1057
"2923",3143,1146
"2924",1811,464
"2925",25651,5202
"2926",1601,348
"2927",3048,942
"2928",14095,3919
"2929",1590,357
"2930",1644,343
"2931",9339,2206
"2932",11136,2976
"2933",1664,326
"2934",13421,2943
"2935",2875,794
"2936",2128,578
"2937",3176,996
"2938",8519,2653
"2939",1718,348
"2940",1696,389
"2941",3647,1008
"2942",1563,318
"2943",3492,1043
"2944",11759,2658
"2945",2703,822
"2946",1697,364
"2947",1490,311
"2948",5569,1476
"2949",6497,1416
"2950",5477,1404
"2951",1469,309
"2952",1572,323
"2953",10617,2424
"2954",1972,428
"2955",8872,2811
"2956",4857,1412
"2957",29112,5333
"2958",2382,460
"2959",2791,795
"2960",3087,639
"2961",1601,399
"2962",4283,1283
"2963",13105,3076
"2964",1696,409
"2965",6324,1691
"2966",2593,704
"2967",7559,1705
"2968",26360,3801
"2969",1676,347
"2970",1522,312
"2971",1859,499
"2972",19889,3858
"2973",8015,1986
"2974",1490,306
"2975",3063,728
"2976",10757,2725
"2977",4662,1128
"2978",5522,1487
"2979",2388,514
"2980",12367,3488
"2981",6085,1996
"2982",2973,601
"2983",2686,757
"2984",1605,311
"2985",2961,866
"2986",2128,557
"2987",1892,538
"2988",2308,751
"2989",1931,480
"2990",1520,303
"2991",3337,986
"2992",1431,307
"2993",2854,834
"2994",2895,811
"2995",4681,1161
"2996",2473,752
"2997",2392,770
"2998",5451,1418
"2999",6187,1768
"3000",6904,1873
"3001",19912,4725
"3002",7879,1970
"3003",4897,1373
"3004",9574,2183
"3005",9958,2632
"3006",2637,832
"3007",8513,2129
"3008",1651,412
"3009",3787,1176
"3010",9984,2638
"3011",7901,2300
"3012",4048,1416
"3013",14100,3261
"3014",2676,664
"3015",2508,738
"3016",14131,3148
"3017",3840,1314
"3018",11277,2715
"3019",2126,742
"3020",1825,571
"3021",1446,334
"3022",3200,813
"3023",2482,726
"3024",7811,2540
"3025",1502,385
"3026",5498,1839
"3027",3179,1133
"3028",2534,863
"3029",4283,1432
"3030",2309,683
"3031",2371,739
"3032",2719,786
"3033",5714,1594
"3034",3722,1028
"3035",1679,450
"3036",17931,3619
"3037",7592,2146
"3038",7788,1831
"3039",2380,811
"3040",2273,667
"3041",6513,1778
"3042",11632,3459
"3043",2203,513
"3044",1463,353
"3045",1436,304
"3046",3080,857
"3047",1946,581
"3048",1850,542
"3049",2705,725
"3050",3297,1113
"3051",4299,1202
"3052",2187,773
"3053",2372,851
"3054",1435,445
"3055",1664,547
"3056",10449,2622
"3057",1289,374
"3058",29445,5427
"3059",1481,408
"3060",8348,2721
"3061",1639,432
"3062",13879,3661
"3063",2663,877
"3064",1583,477
"3065",1538,398
"3066",1896,445
"3067",3072,1071
"3068",2671,832
"3069",3009,717
"3070",3256,941
"3071",1530,419
"3072",3659,1322
"3073",12220,2737
"3074",14699,3585
"3075",3412,1005
"3076",1586,437
"3077",1311,314
"3078",13473,3059
"3079",2379,709
"3080",1336,336
"3081",2629,925
"3082",13014,3251
"3083",3888,1057
"3084",1545,356
"3085",4335,1341
"3086",1939,594
"3087",3576,1185
"3088",1404,315
"3089",1808,618
"3090",3082,1060
"3091",6898,1682
